ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
8053.T,住友商事,Nikkei225,5572.0,6232.36,-10.596,-9.857,-15.041,10.881,16.066,5618.1,5294.9,-0.82,BUY ZONE,6514,5.184,2.33,130.0,2.31,2,50,6739.0,17.3,False,False,False,False,False,資本財,Conglomerates,—,0,4333.3,3250.0,2600.0,2166.7,False
GEHC,GE HealthCare,NASDAQ100,70.77,79.19,-10.638,-9.975,-15.176,10.828,16.029,71.3,67.2,-0.74,BUY ZONE,788,5.201,0.2,0.14,0.2,2,40,93.6,24.4,False,False,False,False,False,ヘルスケア,Medical Devices,—,0,4.7,3.5,2.8,2.3,False
5101.T,横浜ゴム,Nikkei225,6135.0,6924.72,-11.404,-10.94,-16.755,12.321,18.136,6167.2,5764.5,-0.52,BUY ZONE,6514,5.815,2.18,134.0,2.17,5,50,7982.0,23.1,False,False,False,False,False,一般消費財,Auto Parts,—,0,4466.7,3350.0,2680.0,2233.3,False
6479.T,ミネベアミツミ,Nikkei225,2776.5,3202.14,-13.292,-12.901,-19.502,13.503,20.104,2789.0,2577.7,-0.45,BUY ZONE,6514,6.601,1.62,45.0,1.61,1,40,3635.5,23.6,False,False,False,False,False,テクノロジー,Electronic Components,—,0,1500.0,1125.0,900.0,750.0,False
POOL,Pool Corp,配当貴族,206.64,230.52,-10.358,-9.962,-15.434,11.927,17.399,207.6,194.9,-0.44,BUY ZONE,7629,5.472,3.0,6.2,2.99,15,60,545.5,62.1,True,False,False,False,False,資本財,Industrial Distribution,半値,1,206.7,155.0,124.0,103.3,False
9843.T,ニトリHD,Nikkei225,2733.5,3027.24,-9.703,-9.314,-14.283,10.563,15.533,2745.3,2594.8,-0.43,BUY ZONE,5779,4.969,1.11,30.4,1.11,1,50,4735.2,42.3,False,False,False,False,False,一般消費財,"Furnishings, Fixtures & Appliances",—,0,1013.3,760.0,608.0,506.7,False
GS,Goldman Sachs,Dow30,782.21,880.18,-11.131,-10.78,-16.469,11.976,17.665,785.3,735.2,-0.39,BUY ZONE,6733,5.689,1.79,14.01,1.78,14,45,970.8,19.4,False,False,False,False,False,金融,Capital Markets,—,0,467.0,350.2,280.2,233.5,False
MMM,3M,Dow30,150.96,163.12,-7.456,-7.264,-11.124,8.178,12.038,151.3,145.0,-0.21,BUY ZONE,16133,3.86,1.93,2.91,1.92,0,50,173.8,13.2,False,False,False,False,False,資本財,Conglomerates,—,0,97.0,72.8,58.2,48.5,False
9202.T,ANA HD,Nikkei225,2936.5,3225.36,-8.956,-8.818,-13.276,9.016,13.475,2941.0,2797.2,-0.15,BUY ZONE,6514,4.458,2.04,60.0,2.04,1,55,4432.1,33.7,False,False,False,False,False,資本財,Airlines,—,0,2000.0,1500.0,1200.0,1000.0,False
NKE,Nike,Dow30,53.98,60.73,-11.114,-11.018,-16.9,12.509,18.39,54.0,50.5,-0.11,BUY ZONE,11388,5.882,2.91,1.57,2.91,24,55,165.2,67.3,True,False,False,False,False,一般消費財,Footwear & Accessories,半値,1,52.3,39.2,31.4,26.2,False
2531.T,宝HD,Nikkei225,1400.0,1581.6,-11.482,-11.405,-17.144,11.553,17.293,1401.2,1310.4,-0.09,BUY ZONE,6514,5.74,1.43,20.0,1.43,1,50,2208.3,36.6,False,False,False,False,False,生活必需品,Beverages - Brewers,—,0,666.7,500.0,400.0,333.3,False
DLTR,Dollar Tree,NASDAQ100,107.46,122.95,-12.598,-12.555,-19.233,14.156,20.834,107.5,99.3,-0.05,BUY ZONE,7783,6.678,0.0,0.0,0.0,0,50,174.1,38.3,False,False,False,True,False,生活必需品,Discount Stores,月足GC,1,0.0,0.0,0.0,0.0,False
2801.T,キッコーマン,Nikkei225,1314.5,1443.46,-8.934,-8.921,-13.646,9.98,14.705,1314.7,1246.5,-0.01,BUY ZONE,6514,4.725,1.9,25.0,1.9,5,50,1964.7,33.1,False,False,False,False,False,生活必需品,Packaged Foods,—,0,833.3,625.0,500.0,416.7,False
7205.T,日野自動車(注:代替),Nikkei225,381.0,439.36,-13.283,-13.339,-20.115,13.764,20.539,380.8,351.0,0.06,MILD DIP,6514,6.776,0.0,0.0,0.0,1,40,1616.8,76.4,True,False,False,False,False,資本財,Farm & Heavy Construction Machinery,半値,1,0.0,0.0,0.0,0.0,False
6902.T,デンソー,Nikkei225,1937.5,2147.42,-9.775,-9.854,-14.973,10.623,15.742,1935.8,1825.9,0.09,MILD DIP,6514,5.119,3.3,64.0,3.31,4,52,2836.7,31.7,False,False,False,False,False,一般消費財,Auto Parts,—,0,2133.3,1600.0,1280.0,1066.7,False
STE,Steris,配当貴族,214.57,241.0,-10.968,-11.108,-17.057,12.689,18.638,214.2,199.9,0.16,MILD DIP,8482,5.949,1.12,2.4,1.12,0,35,268.0,19.9,False,False,False,False,False,ヘルスケア,Medical Devices,—,0,80.0,60.0,48.0,40.0,False
BDX,Becton Dickinson,配当貴族,159.36,172.42,-7.572,-7.76,-11.895,8.779,12.914,159.0,151.9,0.2,MILD DIP,13354,4.135,2.72,4.33,2.72,43,35,211.6,24.7,False,False,False,False,False,ヘルスケア,Medical Instruments & Supplies,—,0,144.3,108.2,86.6,72.1,False
DOV,Dover,配当貴族,203.93,222.84,-8.485,-8.81,-13.541,10.117,14.849,203.2,192.7,0.36,MILD DIP,11568,4.732,1.27,2.59,1.27,41,35,232.8,12.4,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,86.3,64.8,51.8,43.2,False
3402.T,東レ,Nikkei225,1134.0,1246.86,-9.052,-9.411,-14.275,10.048,14.912,1129.5,1068.9,0.4,MILD DIP,6514,4.865,1.59,18.0,1.59,1,35,1340.0,15.4,False,False,False,False,False,一般消費財,Textile Manufacturing,—,0,600.0,450.0,360.0,300.0,False
KMB,Kimberly-Clark,配当貴族,98.84,105.31,-6.145,-6.601,-10.181,7.717,11.297,98.4,94.6,0.49,MILD DIP,11568,3.58,6.39,6.32,6.43,20,65,141.1,30.0,False,False,False,False,True,生活必需品,Household & Personal Products,高配当,1,210.7,158.0,126.4,105.3,False
7186.T,コンコルディアFG,Nikkei225,1446.0,1596.0,-9.398,-9.932,-15.288,11.492,16.848,1437.5,1352.0,0.59,MILD DIP,2427,5.356,2.01,29.0,2.02,5,40,1703.0,15.1,False,False,False,False,False,金融,Banks - Regional,—,0,966.7,725.0,580.0,483.3,False
7201.T,日産自動車,Nikkei225,364.6,411.37,-11.37,-11.947,-17.999,12.26,18.312,362.2,337.3,0.66,MILD DIP,6514,6.052,0.0,0.0,0.0,0,40,1029.7,64.6,True,False,False,False,False,一般消費財,Auto Manufacturers,半値,1,0.0,0.0,0.0,0.0,False
MDT,Medtronic,配当貴族,87.14,96.1,-9.324,-9.948,-15.238,11.211,16.5,86.5,81.5,0.69,MILD DIP,13305,5.29,4.05,3.53,4.08,7,40,117.6,25.9,False,False,False,False,False,ヘルスケア,Medical Devices,—,0,117.7,88.2,70.6,58.8,False
LOW,Lowe's,配当貴族,237.59,266.88,-10.975,-11.674,-17.913,13.285,19.525,235.7,219.1,0.79,MILD DIP,11568,6.24,2.48,5.9,2.5,26,30,287.4,17.3,False,False,False,False,False,一般消費財,Home Improvement Retail,—,0,196.7,147.5,118.0,98.3,False
CLX,Clorox,配当貴族,110.68,120.69,-8.292,-9.042,-13.786,9.933,14.677,109.8,104.1,0.82,MILD DIP,13354,4.744,5.57,6.16,5.61,38,52,199.8,44.6,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,205.3,154.0,123.2,102.7,False
HRL,Hormel Foods,配当貴族,22.64,24.28,-6.758,-7.578,-11.666,8.773,12.861,22.4,21.4,0.89,MILD DIP,11568,4.088,6.42,1.45,6.47,24,65,48.2,53.0,True,False,False,False,True,生活必需品,Packaged Foods,高配当／半値,2,48.4,36.3,29.1,24.2,False
9022.T,東海旅客鉄道,Nikkei225,4220.0,4550.44,-7.262,-8.115,-12.326,8.73,12.941,4181.2,3989.5,0.93,MILD DIP,6252,4.211,0.73,31.0,0.74,3,35,4967.9,15.1,False,False,False,False,False,資本財,Railroads,—,0,1033.3,775.0,620.0,516.7,False
7270.T,SUBARU,Nikkei225,2624.5,2947.58,-10.961,-11.781,-17.895,12.675,18.789,2600.3,2420.1,0.93,MILD DIP,6514,6.114,4.38,115.0,4.42,4,50,3637.4,27.8,False,False,False,False,True,一般消費財,Auto Manufacturers,高配当,1,3833.3,2875.0,2300.0,1916.7,False
3289.T,東急不動産HD,Nikkei225,1362.5,1496.96,-8.982,-9.895,-15.011,10.569,15.685,1348.8,1272.3,1.01,MILD DIP,3035,5.116,2.68,36.5,2.71,4,40,1582.0,13.9,False,False,False,False,False,不動産,Real Estate - Diversified,—,0,1216.7,912.5,730.0,608.3,False
1812.T,鹿島建設,Nikkei225,6184.0,6837.16,-9.553,-10.557,-16.15,11.816,17.409,6115.4,5732.9,1.12,MILD DIP,6514,5.593,1.68,104.0,1.7,5,35,7696.0,19.6,False,False,False,False,False,資本財,Engineering & Construction,—,0,3466.7,2600.0,2080.0,1733.3,False
3116.T,トヨタ紡織,Nikkei225,2693.5,3034.06,-11.225,-12.243,-18.613,13.237,19.606,2662.6,2469.3,1.16,MILD DIP,6252,6.37,0.0,0.0,0.0,0,30,3277.0,17.8,False,False,False,False,False,一般消費財,Auto Parts,—,0,0.0,0.0,0.0,0.0,False
ECL,Ecolab,配当貴族,274.18,295.53,-7.225,-8.314,-12.735,9.369,13.79,271.0,257.9,1.19,MILD DIP,13354,4.421,1.21,3.33,1.23,23,35,308.4,11.1,False,False,False,False,False,素材,Specialty Chemicals,—,0,111.0,83.2,66.6,55.5,False
PG,Procter & Gamble,Dow30,150.65,158.89,-5.186,-6.299,-9.705,7.327,10.734,148.9,143.5,1.19,MILD DIP,16133,3.406,2.7,4.07,2.73,22,40,173.8,13.3,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,135.7,101.8,81.4,67.8,False
ITW,Illinois Tool Works,配当貴族,266.99,287.74,-7.21,-8.337,-12.816,9.578,14.057,263.7,250.9,1.23,MILD DIP,13340,4.479,2.89,7.72,2.93,30,35,299.6,10.9,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,257.3,193.0,154.4,128.7,False
8331.T,千葉銀行,Nikkei225,2036.0,2236.22,-8.954,-10.074,-15.316,10.893,16.134,2010.9,1893.7,1.25,MILD DIP,6514,5.242,1.96,40.0,1.99,11,35,2414.0,15.7,False,False,False,False,False,金融,Banks - Regional,—,0,1333.3,1000.0,800.0,666.7,False
CL,Colgate-Palmolive,配当貴族,88.84,94.63,-6.118,-7.283,-11.188,8.337,12.241,87.7,84.0,1.26,MILD DIP,13305,3.905,2.9,2.58,2.94,52,40,105.0,15.4,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,86.0,64.5,51.6,43.0,False
CDW,CDW,NASDAQ100,116.16,125.39,-7.363,-8.582,-13.261,10.135,14.815,114.6,108.8,1.33,MILD DIP,3173,4.679,2.7,3.13,2.73,12,45,250.5,53.6,True,False,False,False,False,テクノロジー,Information Technology Services,半値,1,104.5,78.4,62.7,52.2,False
7203.T,トヨタ自動車,Nikkei225,3370.0,3651.12,-7.7,-8.963,-13.67,9.867,14.574,3323.9,3152.0,1.39,MILD DIP,6687,4.707,2.67,90.0,2.71,6,40,3944.0,14.6,False,False,False,False,False,一般消費財,Auto Manufacturers,—,0,3000.0,2250.0,1800.0,1500.0,False
8604.T,野村HD,Nikkei225,1181.0,1345.86,-12.249,-13.481,-20.28,13.718,20.517,1164.4,1072.9,1.42,MILD DIP,6514,6.8,4.83,57.0,4.9,3,60,1815.6,35.0,False,False,False,True,True,金融,Capital Markets,高配当／月足GC,2,1900.0,1425.0,1140.0,950.0,False
8411.T,みずほFG,Nikkei225,6136.0,6907.04,-11.163,-12.518,-19.131,13.934,20.547,6042.4,5585.7,1.55,MILD DIP,5683,6.613,2.28,140.0,2.32,5,35,7867.0,22.0,False,False,False,False,False,金融,Banks - Regional,—,0,4666.7,3500.0,2800.0,2333.3,False
8801.T,三井不動産,Nikkei225,1821.0,2015.28,-9.64,-11.121,-16.926,12.097,17.902,1791.2,1674.2,1.67,MILD DIP,6514,5.805,1.7,31.0,1.73,4,35,2147.5,15.2,False,False,False,False,False,不動産,Real Estate - Diversified,—,0,1033.3,775.0,620.0,516.7,False
CHRW,C.H. Robinson,配当貴族,169.39,182.94,-7.408,-9.003,-13.863,10.438,15.298,166.5,157.6,1.75,MILD DIP,7121,4.86,1.84,3.12,1.87,14,35,199.9,15.3,False,False,False,False,False,資本財,Integrated Freight & Logistics,—,0,104.0,78.0,62.4,52.0,False
4151.T,協和キリン,Nikkei225,2331.0,2531.08,-7.905,-9.493,-14.379,10.05,14.935,2290.8,2167.1,1.75,MILD DIP,6514,4.886,2.66,62.0,2.71,9,45,3834.2,39.2,False,False,False,False,False,ヘルスケア,Drug Manufacturers - Specialty & Generic,—,0,2066.7,1550.0,1240.0,1033.3,False
BKR,Baker Hughes,NASDAQ100,54.26,61.06,-11.134,-12.841,-19.454,13.61,20.223,53.2,49.2,1.96,MILD DIP,9785,6.613,1.71,0.93,1.75,4,30,65.3,16.9,False,False,False,False,False,エネルギー,Oil & Gas Equipment & Services,—,0,31.0,23.2,18.6,15.5,False
4902.T,コニカミノルタ,Nikkei225,508.1,573.59,-11.417,-13.192,-19.909,13.677,20.395,497.9,459.4,2.04,MILD DIP,6514,6.717,0.0,0.0,0.0,0,40,1390.3,63.5,True,False,False,False,False,資本財,Business Equipment & Supplies,半値,1,0.0,0.0,0.0,0.0,False
PNR,Pentair,配当貴族,88.29,97.39,-9.347,-11.293,-17.22,12.416,18.343,86.4,80.6,2.19,MILD DIP,13304,5.927,1.44,1.27,1.47,6,35,112.1,21.2,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,42.3,31.8,25.4,21.2,False
9007.T,小田急電鉄,Nikkei225,1631.5,1720.3,-5.162,-7.206,-10.938,7.721,11.453,1596.3,1532.1,2.2,MILD DIP,6514,3.732,2.45,40.0,2.51,3,50,3209.8,49.2,False,False,False,False,False,資本財,Railroads,—,0,1333.3,1000.0,800.0,666.7,False
6473.T,ジェイテクト,Nikkei225,1750.0,1967.52,-11.056,-12.97,-19.628,13.662,20.32,1712.3,1581.3,2.2,MILD DIP,6514,6.658,2.86,50.0,2.92,4,35,2149.0,18.6,False,False,False,False,False,一般消費財,Auto Parts,—,0,1666.7,1250.0,1000.0,833.3,False
HD,Home Depot,Dow30,339.03,370.26,-8.436,-10.447,-16.24,12.727,18.521,331.6,310.1,2.25,MILD DIP,11185,5.794,2.04,6.91,2.08,16,35,418.1,18.9,False,False,False,False,False,一般消費財,Home Improvement Retail,—,0,230.3,172.8,138.2,115.2,False
9001.T,東武鉄道,Nikkei225,2867.0,3015.12,-4.913,-7.068,-10.706,7.483,11.12,2802.0,2692.3,2.32,MILD DIP,6514,3.638,2.09,60.0,2.14,4,45,3955.4,27.5,False,False,False,False,False,資本財,Railroads,—,0,2000.0,1500.0,1200.0,1000.0,False
KDP,Keurig Dr Pepper,NASDAQ100,27.41,29.06,-5.681,-7.887,-12.171,9.25,13.535,26.8,25.5,2.4,MILD DIP,4467,4.284,3.36,0.92,3.44,5,40,36.5,24.8,False,False,False,False,False,生活必需品,Beverages - Non-Alcoholic,—,0,30.7,23.0,18.4,15.3,False
TXN,Texas Instruments,NASDAQ100,190.78,210.99,-9.578,-11.703,-17.849,12.881,19.027,186.3,173.3,2.41,MILD DIP,13534,6.146,2.89,5.51,2.96,22,30,226.6,15.8,False,False,False,False,False,テクノロジー,Semiconductors,—,0,183.7,137.8,110.2,91.8,False
4452.T,花王,Nikkei225,6166.0,6488.68,-4.973,-7.241,-10.994,7.77,11.523,6018.8,5775.3,2.45,MILD DIP,6514,3.753,2.5,154.0,2.56,12,45,8014.7,23.1,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,5133.3,3850.0,3080.0,2566.7,False
9532.T,大阪ガス,Nikkei225,6157.0,6458.8,-4.673,-6.993,-10.706,7.861,11.574,6007.2,5767.3,2.49,MILD DIP,6514,3.713,1.54,95.0,1.58,5,40,6737.0,8.6,False,False,False,False,False,公益,Utilities - Regulated Gas,—,0,3166.7,2375.0,1900.0,1583.3,False
BEN,Franklin Resources,配当貴族,24.13,26.7,-9.632,-11.839,-18.189,13.562,19.913,23.5,21.8,2.5,MILD DIP,10677,6.35,6.67,1.61,6.84,0,60,35.4,31.8,False,False,False,True,True,金融,Asset Management,高配当／月足GC,2,53.7,40.2,32.2,26.8,False
AXP,American Express,Dow30,299.96,326.4,-8.101,-10.419,-15.911,11.55,17.042,292.4,274.5,2.59,MILD DIP,13534,5.492,1.05,3.16,1.08,4,35,384.0,21.9,False,False,False,False,False,金融,Credit Services,—,0,105.3,79.0,63.2,52.7,False
8316.T,三井住友FG,Nikkei225,5108.0,5692.64,-10.27,-12.584,-19.09,13.44,19.945,4976.3,4605.9,2.65,MILD DIP,6514,6.506,2.39,122.0,2.45,9,35,6204.0,17.7,False,False,False,False,False,金融,Banks - Diversified,—,0,4066.7,3050.0,2440.0,2033.3,False
3407.T,旭化成,Nikkei225,1616.5,1740.6,-7.13,-9.652,-14.663,10.394,15.406,1572.6,1485.4,2.79,MILD DIP,6514,5.011,2.35,38.0,2.42,1,40,1884.5,14.2,False,False,False,False,False,資本財,Conglomerates,—,0,1266.7,950.0,760.0,633.3,False
3382.T,セブン&アイ,Nikkei225,2041.0,2178.63,-6.317,-8.873,-13.474,9.531,14.132,1985.3,1885.1,2.8,MILD DIP,6514,4.601,1.96,40.0,2.01,1,35,2548.6,19.9,False,False,False,False,False,生活必需品,Grocery Stores,—,0,1333.3,1000.0,800.0,666.7,False
5108.T,ブリヂストン,Nikkei225,3350.0,3611.36,-7.237,-9.798,-14.881,10.534,15.617,3257.5,3074.0,2.84,MILD DIP,6514,5.083,3.43,115.0,3.53,5,47,3817.0,12.2,False,False,False,False,False,一般消費財,Auto Parts,—,0,3833.3,2875.0,2300.0,1916.7,False
8267.T,イオン,Nikkei225,2019.0,2185.33,-7.611,-10.175,-15.507,11.154,16.487,1963.0,1846.5,2.85,MILD DIP,6514,5.332,0.66,13.33,0.68,2,35,2868.7,29.6,False,False,False,False,False,一般消費財,Department Stores,—,0,444.3,333.2,266.6,222.2,False
1332.T,日本水産,Nikkei225,1354.0,1467.9,-7.759,-10.316,-15.75,11.417,16.85,1316.5,1236.7,2.85,MILD DIP,6514,5.433,2.07,28.0,2.13,6,40,1560.0,13.2,False,False,False,False,False,生活必需品,Packaged Foods,—,0,933.3,700.0,560.0,466.7,False
8304.T,あおぞら銀行(注:代替),Nikkei225,2488.0,2722.84,-8.625,-11.207,-16.866,11.428,17.087,2417.7,2263.6,2.91,MILD DIP,4724,5.659,3.18,79.0,3.27,1,47,3154.9,21.1,False,False,False,False,False,金融,Banks - Regional,—,0,2633.3,1975.0,1580.0,1316.7,False
BA,Boeing,Dow30,209.89,230.18,-8.816,-11.428,-17.446,12.648,18.666,203.9,190.0,2.95,MILD DIP,16133,6.019,3.92,8.22,4.03,0,50,430.3,51.2,True,False,False,True,False,資本財,Aerospace & Defense,半値／月足GC,2,274.0,205.5,164.4,137.0,False
PCAR,PACCAR,NASDAQ100,115.34,123.94,-6.936,-9.627,-14.806,11.09,16.27,112.0,105.6,2.98,MILD DIP,11568,5.179,2.36,2.72,2.43,0,35,129.5,10.9,False,False,False,False,False,資本財,Farm & Heavy Construction Machinery,—,0,90.7,68.0,54.4,45.3,False
